id,source,image_path,question,answer,chart_type,task_type,difficulty,verified,split,notes
syn_bar_0321__q3,synthetic,gold/images/syn_bar_0321.png,How many more units did SKU-208 sell than SKU-204?,1100,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=221); style=academic"
syn_bar_0322__q2,synthetic,gold/images/syn_bar_0322.png,Which vertical led in revenue?,Manufacturing,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=222); style=pastel"
syn_bar_0322__q3,synthetic,gold/images/syn_bar_0322.png,By how much does Retail's revenue exceed Media's?,$2300,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=222); style=pastel"
syn_bar_0322__q4,synthetic,gold/images/syn_bar_0322.png,Name the bottom 3 verticals in revenue.,"Automotive, Media, Finance",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=222); style=pastel"
syn_bar_0323__q1,synthetic,gold/images/syn_bar_0323.png,What was Marketplace's revenue?,$6800,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=223); style=bold"
syn_bar_0323__q3,synthetic,gold/images/syn_bar_0323.png,How much more revenue did Direct generate than Reseller?,$7800,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=223); style=bold"
syn_bar_0324__q1,synthetic,gold/images/syn_bar_0324.png,Revenue for Education?,$2800,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=224); style=neutral"
syn_bar_0324__q3,synthetic,gold/images/syn_bar_0324.png,What was the revenue difference between Government and Nonprofit?,$5800,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=224); style=neutral"
syn_bar_0325__q3,synthetic,gold/images/syn_bar_0325.png,By how much does Zeta's revenue exceed Omega's?,$3000,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=225); style=editorial"
syn_bar_0326__q3,synthetic,gold/images/syn_bar_0326.png,What was the unit sales difference between Widget E and Gizmo X?,100,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=226); style=salmon"
syn_bar_0327__q1,synthetic,gold/images/syn_bar_0327.png,What was SKU-202's unit total?,2900,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=227); style=spreadsheet"
syn_bar_0327__q3,synthetic,gold/images/syn_bar_0327.png,By how many units does SKU-206 exceed SKU-205?,900,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=227); style=spreadsheet"
syn_bar_0328__q3,synthetic,gold/images/syn_bar_0328.png,How much more revenue did Finance generate than Retail?,$800,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=228); style=minimal"
syn_bar_0328__q4,synthetic,gold/images/syn_bar_0328.png,Rank the top 3 verticals by revenue.,"Media, Finance, Energy",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=228); style=minimal"
syn_bar_0329__q3,synthetic,gold/images/syn_bar_0329.png,What was the revenue difference between Marketplace and Wholesale?,$9500,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=229); style=dense"
syn_bar_0330__q3,synthetic,gold/images/syn_bar_0330.png,By how much does Nonprofit's revenue exceed Enterprise's?,$400,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=230); style=dark"
syn_bar_0330__q4,synthetic,gold/images/syn_bar_0330.png,Name the bottom 3 segments in revenue.,"Enterprise, Government, Mid-Market",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=230); style=dark"
syn_bar_0331__q3,synthetic,gold/images/syn_bar_0331.png,How much more revenue did Delta generate than Theta?,$4200,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=231); style=academic"
syn_bar_0332__q2,synthetic,gold/images/syn_bar_0332.png,Which product sold the fewest units?,Widget B,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=232); style=pastel"
syn_bar_0333__q2,synthetic,gold/images/syn_bar_0333.png,Which SKU had the highest unit sales?,SKU-203,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=233); style=bold"
syn_bar_0333__q3,synthetic,gold/images/syn_bar_0333.png,What was the unit sales difference between SKU-204 and SKU-208?,800,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=233); style=bold"
syn_bar_0334__q3,synthetic,gold/images/syn_bar_0334.png,What was the revenue difference between Finance and Healthcare?,$8600,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=234); style=neutral"
syn_bar_0334__q4,synthetic,gold/images/syn_bar_0334.png,List the bottom 3 verticals by revenue.,"Healthcare, Retail, Media",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=234); style=neutral"
syn_bar_0336__q3,synthetic,gold/images/syn_bar_0336.png,How much more revenue did Enterprise generate than Nonprofit?,$1600,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=236); style=salmon"
syn_bar_0336__q4,synthetic,gold/images/syn_bar_0336.png,Rank the top 3 segments by revenue.,"Enterprise, Nonprofit, Education",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=236); style=salmon"
syn_bar_0337__q1,synthetic,gold/images/syn_bar_0337.png,Revenue for Omega?,$4200,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=237); style=spreadsheet"
syn_bar_0337__q2,synthetic,gold/images/syn_bar_0337.png,Which team made the most revenue?,Beta,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=237); style=spreadsheet"
syn_bar_0337__q3,synthetic,gold/images/syn_bar_0337.png,What was the revenue difference between Omega and Theta?,$800,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=237); style=spreadsheet"
syn_bar_0338__q1,synthetic,gold/images/syn_bar_0338.png,What was Gizmo Y's unit total?,7100,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=238); style=minimal"
syn_bar_0338__q3,synthetic,gold/images/syn_bar_0338.png,By how many units does Widget E exceed Widget D?,5500,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=238); style=minimal"
syn_bar_0338__q4,synthetic,gold/images/syn_bar_0338.png,Name the bottom 3 products in units sold.,"Widget D, Widget B, Widget A",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=238); style=minimal"
syn_bar_0339__q3,synthetic,gold/images/syn_bar_0339.png,How many more units did SKU-208 sell than SKU-202?,1500,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=239); style=dense"
syn_bar_0340__q3,synthetic,gold/images/syn_bar_0340.png,By how much does Automotive's revenue exceed Finance's?,$5800,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=240); style=dark"
syn_bar_0340__q4,synthetic,gold/images/syn_bar_0340.png,Name the top 3 verticals in revenue.,"Media, Automotive, Energy",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=240); style=dark"
syn_bar_0341__q1,synthetic,gold/images/syn_bar_0341.png,What was Online's revenue?,$9100,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=241); style=academic"
syn_bar_0341__q3,synthetic,gold/images/syn_bar_0341.png,How much more revenue did Direct generate than Retail?,$9000,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=241); style=academic"
syn_bar_0342__q1,synthetic,gold/images/syn_bar_0342.png,Revenue for Government?,$2700,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=242); style=pastel"
syn_bar_0342__q3,synthetic,gold/images/syn_bar_0342.png,What was the revenue difference between Nonprofit and Education?,$6000,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=242); style=pastel"
syn_bar_0342__q4,synthetic,gold/images/syn_bar_0342.png,List the bottom 3 segments by revenue.,"Government, Education, Enterprise",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=242); style=pastel"
syn_bar_0343__q3,synthetic,gold/images/syn_bar_0343.png,By how much does Gamma's revenue exceed Theta's?,$4200,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=243); style=bold"
syn_bar_0344__q1,synthetic,gold/images/syn_bar_0344.png,Units sold by Gizmo Y?,2400,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=244); style=neutral"
syn_bar_0344__q3,synthetic,gold/images/syn_bar_0344.png,What was the unit sales difference between Widget D and Widget C?,5300,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=244); style=neutral"
syn_bar_0344__q4,synthetic,gold/images/syn_bar_0344.png,List the top 3 products by units sold.,"Widget D, Widget A, Gizmo Y",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=244); style=neutral"
syn_bar_0345__q3,synthetic,gold/images/syn_bar_0345.png,By how many units does SKU-201 exceed SKU-206?,600,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=245); style=editorial"
syn_bar_0346__q2,synthetic,gold/images/syn_bar_0346.png,Which vertical had the lowest revenue?,Healthcare,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=246); style=salmon"
syn_bar_0346__q3,synthetic,gold/images/syn_bar_0346.png,How much more revenue did Energy generate than Finance?,$1500,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=246); style=salmon"
syn_bar_0346__q5,synthetic,gold/images/syn_bar_0346.png,Would Healthcare and Manufacturing combined exceed Retail's revenue?,No,bar,hard_multi_step,hard,true,train,"annotated bars; procedural gen (seed=42, idx=246); style=salmon"
syn_bar_0347__q1,synthetic,gold/images/syn_bar_0347.png,Revenue for Direct?,$15000,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=247); style=spreadsheet"
syn_bar_0347__q2,synthetic,gold/images/syn_bar_0347.png,Which channel made the least revenue?,Reseller,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=247); style=spreadsheet"
syn_bar_0347__q3,synthetic,gold/images/syn_bar_0347.png,What was the revenue difference between Direct and Retail?,$4900,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=247); style=spreadsheet"
syn_bar_0348__q1,synthetic,gold/images/syn_bar_0348.png,How much revenue did Education generate?,$8800,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=248); style=minimal"
syn_bar_0348__q3,synthetic,gold/images/syn_bar_0348.png,By how much does Nonprofit's revenue exceed SMB's?,$2000,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=248); style=minimal"
syn_bar_0348__q4,synthetic,gold/images/syn_bar_0348.png,Name the top 3 segments in revenue.,"Consumer, Education, Nonprofit",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=248); style=minimal"
syn_bar_0349__q2,synthetic,gold/images/syn_bar_0349.png,Which team had the highest revenue?,Gamma,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=249); style=dense"
syn_bar_0349__q3,synthetic,gold/images/syn_bar_0349.png,How much more revenue did Zeta generate than Delta?,$1900,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=249); style=dense"
syn_bar_0350__q3,synthetic,gold/images/syn_bar_0350.png,How many more units did Widget D sell than Widget C?,4600,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=250); style=dark"
syn_bar_0351__q1,synthetic,gold/images/syn_bar_0351.png,Units sold by SKU-203?,800,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=251); style=academic"
syn_bar_0351__q2,synthetic,gold/images/syn_bar_0351.png,Which SKU had the lowest unit sales?,SKU-204,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=251); style=academic"
syn_bar_0351__q3,synthetic,gold/images/syn_bar_0351.png,What was the unit sales difference between SKU-207 and SKU-204?,800,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=251); style=academic"
syn_bar_0352__q1,synthetic,gold/images/syn_bar_0352.png,Revenue for Media?,$3500,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=252); style=pastel"
syn_bar_0352__q3,synthetic,gold/images/syn_bar_0352.png,What was the revenue difference between Tech and Media?,$7900,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=252); style=pastel"
syn_bar_0352__q4,synthetic,gold/images/syn_bar_0352.png,List the top 3 verticals by revenue.,"Automotive, Tech, Energy",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=252); style=pastel"
syn_bar_0353__q1,synthetic,gold/images/syn_bar_0353.png,How much revenue did Reseller generate?,$14100,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=253); style=bold"
syn_bar_0353__q3,synthetic,gold/images/syn_bar_0353.png,By how much does Reseller's revenue exceed Marketplace's?,$3600,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=253); style=bold"
syn_bar_0354__q1,synthetic,gold/images/syn_bar_0354.png,What was Government's revenue?,$11200,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=254); style=neutral"
syn_bar_0354__q3,synthetic,gold/images/syn_bar_0354.png,How much more revenue did SMB generate than Education?,$4900,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=254); style=neutral"
syn_bar_0354__q4,synthetic,gold/images/syn_bar_0354.png,Rank the bottom 3 segments by revenue.,"Education, Mid-Market, Enterprise",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=254); style=neutral"
syn_bar_0355__q1,synthetic,gold/images/syn_bar_0355.png,Revenue for Alpha?,$2300,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=255); style=editorial"
syn_bar_0355__q3,synthetic,gold/images/syn_bar_0355.png,What was the revenue difference between Beta and Theta?,$3700,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=255); style=editorial"
syn_bar_0355__q5,synthetic,gold/images/syn_bar_0355.png,Do the combined revenues of Alpha and Zeta exceed Theta's?,No,bar,hard_multi_step,hard,true,train,"annotated bars; procedural gen (seed=42, idx=255); style=editorial"
syn_bar_0356__q1,synthetic,gold/images/syn_bar_0356.png,What was Widget F's unit total?,5300,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=256); style=salmon"
syn_bar_0356__q3,synthetic,gold/images/syn_bar_0356.png,By how many units does Gizmo Y exceed Widget E?,5800,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=256); style=salmon"
syn_bar_0356__q4,synthetic,gold/images/syn_bar_0356.png,Name the top 3 products in units sold.,"Gizmo Y, Widget F, Gizmo X",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=256); style=salmon"
syn_bar_0357__q3,synthetic,gold/images/syn_bar_0357.png,How many more units did SKU-204 sell than SKU-201?,1400,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=257); style=spreadsheet"
syn_bar_0358__q3,synthetic,gold/images/syn_bar_0358.png,By how much does Retail's revenue exceed Automotive's?,$3000,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=258); style=minimal"
syn_bar_0359__q1,synthetic,gold/images/syn_bar_0359.png,What was Direct's revenue?,$10700,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=259); style=dense"
syn_bar_0359__q3,synthetic,gold/images/syn_bar_0359.png,How much more revenue did Partner generate than Retail?,$7800,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=259); style=dense"
syn_bar_0360__q2,synthetic,gold/images/syn_bar_0360.png,Which segment made the most revenue?,Mid-Market,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=260); style=dark"
syn_bar_0360__q3,synthetic,gold/images/syn_bar_0360.png,What was the revenue difference between Mid-Market and Enterprise?,$2500,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=260); style=dark"
syn_bar_0360__q4,synthetic,gold/images/syn_bar_0360.png,List the top 3 segments by revenue.,"Mid-Market, Consumer, Enterprise",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=260); style=dark"
syn_bar_0361__q3,synthetic,gold/images/syn_bar_0361.png,By how much does Gamma's revenue exceed Delta's?,$4500,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=261); style=academic"
syn_bar_0362__q1,synthetic,gold/images/syn_bar_0362.png,Units sold by Widget B?,2700,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=262); style=pastel"
syn_bar_0362__q3,synthetic,gold/images/syn_bar_0362.png,What was the unit sales difference between Widget D and Gizmo X?,4100,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=262); style=pastel"
syn_bar_0363__q3,synthetic,gold/images/syn_bar_0363.png,By how many units does SKU-204 exceed SKU-208?,800,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=263); style=bold"
syn_bar_0364__q1,synthetic,gold/images/syn_bar_0364.png,What was Automotive's revenue?,$5600,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=264); style=neutral"
syn_bar_0364__q3,synthetic,gold/images/syn_bar_0364.png,How much more revenue did Energy generate than Manufacturing?,$6400,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=264); style=neutral"
syn_bar_0364__q4,synthetic,gold/images/syn_bar_0364.png,Rank the top 3 verticals by revenue.,"Energy, Healthcare, Automotive",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=264); style=neutral"
syn_bar_0366__q3,synthetic,gold/images/syn_bar_0366.png,By how much does Startup's revenue exceed Nonprofit's?,$5300,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=266); style=salmon"
syn_bar_0366__q4,synthetic,gold/images/syn_bar_0366.png,Name the bottom 3 segments in revenue.,"Enterprise, Consumer, Nonprofit",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=266); style=salmon"
syn_bar_0367__q3,synthetic,gold/images/syn_bar_0367.png,How much more revenue did Omega generate than Zeta?,$700,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=267); style=spreadsheet"
syn_bar_0367__q5,synthetic,gold/images/syn_bar_0367.png,Would Epsilon and Beta combined exceed Omega's revenue?,Yes,bar,hard_multi_step,hard,true,train,"annotated bars; procedural gen (seed=42, idx=267); style=spreadsheet"
syn_bar_0368__q3,synthetic,gold/images/syn_bar_0368.png,How many more units did Widget D sell than Widget F?,4600,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=268); style=minimal"
syn_bar_0368__q4,synthetic,gold/images/syn_bar_0368.png,Rank the top 3 products by units sold.,"Widget D, Gizmo X, Widget A",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=268); style=minimal"
syn_bar_0369__q3,synthetic,gold/images/syn_bar_0369.png,What was the unit sales difference between SKU-202 and SKU-207?,2000,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=269); style=dense"
syn_bar_0370__q3,synthetic,gold/images/syn_bar_0370.png,What was the revenue difference between Automotive and Tech?,$1900,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=270); style=dark"
syn_bar_0371__q3,synthetic,gold/images/syn_bar_0371.png,By how much does Marketplace's revenue exceed Direct's?,$8100,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=271); style=academic"
syn_bar_0372__q3,synthetic,gold/images/syn_bar_0372.png,How much more revenue did Nonprofit generate than Consumer?,$1100,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=272); style=pastel"
syn_bar_0373__q2,synthetic,gold/images/syn_bar_0373.png,Which team made the most revenue?,Omega,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=273); style=bold"
syn_bar_0373__q3,synthetic,gold/images/syn_bar_0373.png,What was the revenue difference between Omega and Beta?,$1700,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=273); style=bold"
syn_bar_0373__q5,synthetic,gold/images/syn_bar_0373.png,Do the combined revenues of Omega and Theta exceed Beta's?,Yes,bar,hard_multi_step,hard,true,train,"annotated bars; procedural gen (seed=42, idx=273); style=bold"
syn_bar_0374__q3,synthetic,gold/images/syn_bar_0374.png,By how many units does Widget A exceed Widget C?,600,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=274); style=neutral"
syn_bar_0374__q4,synthetic,gold/images/syn_bar_0374.png,Name the bottom 3 products in units sold.,"Widget E, Gizmo X, Widget C",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=274); style=neutral"
syn_bar_0375__q2,synthetic,gold/images/syn_bar_0375.png,Which SKU sold the fewest units?,SKU-204,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=275); style=editorial"
syn_bar_0375__q3,synthetic,gold/images/syn_bar_0375.png,How many more units did SKU-207 sell than SKU-203?,300,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=275); style=editorial"
syn_bar_0376__q1,synthetic,gold/images/syn_bar_0376.png,How much revenue did Tech generate?,$8700,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=276); style=salmon"
syn_bar_0376__q3,synthetic,gold/images/syn_bar_0376.png,By how much does Healthcare's revenue exceed Tech's?,$3200,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=276); style=salmon"
syn_bar_0376__q4,synthetic,gold/images/syn_bar_0376.png,Name the top 3 verticals in revenue.,"Healthcare, Energy, Tech",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=276); style=salmon"
syn_bar_0377__q3,synthetic,gold/images/syn_bar_0377.png,How much more revenue did Reseller generate than Partner?,$7900,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=277); style=spreadsheet"
syn_bar_0378__q1,synthetic,gold/images/syn_bar_0378.png,Revenue for Startup?,$4900,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=278); style=minimal"
syn_bar_0378__q3,synthetic,gold/images/syn_bar_0378.png,What was the revenue difference between Government and Nonprofit?,$5100,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=278); style=minimal"
syn_bar_0378__q4,synthetic,gold/images/syn_bar_0378.png,List the bottom 3 segments by revenue.,"Nonprofit, Startup, SMB",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=278); style=minimal"
syn_bar_0379__q3,synthetic,gold/images/syn_bar_0379.png,By how much does Delta's revenue exceed Alpha's?,$700,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=279); style=dense"
syn_bar_0380__q2,synthetic,gold/images/syn_bar_0380.png,Which product had the highest unit sales?,Widget F,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=280); style=dark"
syn_bar_0380__q3,synthetic,gold/images/syn_bar_0380.png,What was the unit sales difference between Widget A and Widget C?,1200,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=280); style=dark"
syn_bar_0381__q3,synthetic,gold/images/syn_bar_0381.png,By how many units does SKU-203 exceed SKU-204?,1000,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=281); style=academic"
syn_bar_0382__q1,synthetic,gold/images/syn_bar_0382.png,What was Tech's revenue?,$2500,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=282); style=pastel"
syn_bar_0382__q3,synthetic,gold/images/syn_bar_0382.png,How much more revenue did Manufacturing generate than Tech?,$2300,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=282); style=pastel"
syn_bar_0383__q3,synthetic,gold/images/syn_bar_0383.png,What was the revenue difference between Wholesale and Direct?,$7500,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=283); style=bold"
syn_bar_0384__q1,synthetic,gold/images/syn_bar_0384.png,How much revenue did Consumer generate?,$2600,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=284); style=neutral"
syn_bar_0384__q2,synthetic,gold/images/syn_bar_0384.png,Which segment was smallest in revenue?,Consumer,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=284); style=neutral"
syn_bar_0384__q3,synthetic,gold/images/syn_bar_0384.png,By how much does Startup's revenue exceed Nonprofit's?,$3000,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=284); style=neutral"
syn_bar_0384__q4,synthetic,gold/images/syn_bar_0384.png,Name the top 3 segments in revenue.,"Startup, Education, Nonprofit",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=284); style=neutral"
syn_bar_0385__q3,synthetic,gold/images/syn_bar_0385.png,How much more revenue did Delta generate than Beta?,$1000,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=285); style=editorial"
syn_bar_0386__q3,synthetic,gold/images/syn_bar_0386.png,How many more units did Widget D sell than Gizmo X?,900,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=286); style=salmon"
syn_bar_0386__q4,synthetic,gold/images/syn_bar_0386.png,Rank the bottom 3 products by units sold.,"Widget E, Gizmo X, Widget F",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=286); style=salmon"
syn_bar_0387__q3,synthetic,gold/images/syn_bar_0387.png,What was the unit sales difference between SKU-202 and SKU-208?,500,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=287); style=spreadsheet"
syn_bar_0388__q1,synthetic,gold/images/syn_bar_0388.png,Revenue for Healthcare?,$6100,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=288); style=minimal"
syn_bar_0388__q3,synthetic,gold/images/syn_bar_0388.png,What was the revenue difference between Automotive and Tech?,$2600,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=288); style=minimal"
syn_bar_0388__q4,synthetic,gold/images/syn_bar_0388.png,List the top 3 verticals by revenue.,"Finance, Automotive, Media",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=288); style=minimal"
syn_bar_0388__q5,synthetic,gold/images/syn_bar_0388.png,Do the combined revenues of Healthcare and Media exceed Finance's?,Yes,bar,hard_multi_step,hard,true,train,"annotated bars; procedural gen (seed=42, idx=288); style=minimal"
syn_bar_0389__q2,synthetic,gold/images/syn_bar_0389.png,Which channel led in revenue?,Reseller,bar,max_min,easy,true,train,"annotated bars; procedural gen (seed=42, idx=289); style=dense"
syn_bar_0389__q3,synthetic,gold/images/syn_bar_0389.png,By how much does Reseller's revenue exceed Wholesale's?,$4200,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=289); style=dense"
syn_bar_0390__q3,synthetic,gold/images/syn_bar_0390.png,How much more revenue did Startup generate than Nonprofit?,$3600,bar,delta_absolute,medium,true,train,"annotated bars; procedural gen (seed=42, idx=290); style=dark"
syn_bar_0390__q4,synthetic,gold/images/syn_bar_0390.png,Rank the bottom 3 segments by revenue.,"Education, Mid-Market, Nonprofit",bar,rank_order,medium,true,train,"annotated bars; procedural gen (seed=42, idx=290); style=dark"
syn_bar_0391__q1,synthetic,gold/images/syn_bar_0391.png,Revenue for Omega?,$9800,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=291); style=academic"
syn_bar_0392__q1,synthetic,gold/images/syn_bar_0392.png,What was Widget D's unit total?,1900,bar,lookup_value,easy,true,train,"annotated bars; procedural gen (seed=42, idx=292); style=pastel"
